text,correct,predicted_native_language
"Yesterday, I went to the farewell party.","Yesterday, I went to a farewell party.(If the ""farewell party"" is a new subject to your readers, it's better to use ""a"" instead of ""the."" If you have already said in another entry that you are going to a farewell party, then you can use ""the."")",Chinese (Mandarin)
"A few hours of search, I finally found this incredible site which seems perfect for improving my English especially for being editted accurate use of expressions or words.","A few hours of searching, I finally found this incredible site which seems perfect for improving my English especially for being editted(edited you only need one (t) for this word.) accurate use of expressions or words.",Chinese (Mandarin)
"First of all, maybe looks easiest but most important in actual fact, how do I, who can somehow manage to speak a language like English, take care of myself in a country where no one understands Japanese?","First of all, how do I take care of myself in a country where no one understands Japanese when I can only speak somewhat speak English?",Chinese (Mandarin)
I went to beach with my mates when I was 20 years old.,"I went to the beach with my mates when I was 20 years old. (Just so you know, in the U.S. and Canada we use ""friends"" or ""buddies"" instead of ""mates"" but either is fine.)",Chinese (Mandarin)
"There are the Yakiniku, the slices of raw fish, Koean food, Italian food,","There are places for Yakiniku, sashimi, Koean food, Italian food,(You can say ""sashimi"", because most Westerners know what it is. :) )",Chinese (Mandarin)
I had stayed the Phillipines to study English for two mounths.,"I stayed in the Phillipines for two mounths, to study English : ""Had"" is past perfect tense, meaning it is used when referring to a time in the past. It is used to differentiate between two events that occured in the past indicating which event occured first. http://www.edufind.com/english/Grammar/Tenses11.cfm",Chinese (Mandarin)
"Taste was good, but we were tired of baking in the frying-pan.","It tasted was good, but we were tired of baking in the frying-pan, so we baked the remaining cookie dough in the oven.",Chinese (Mandarin)
I watched gossip girl of usa drama.,"I watched the American drama Gossip Girl. In America, we don't use the term ""dramas"" for television shows. We usually just call them shows. A lot of people might not understand what you mean by calling it a drama, so I thought I'd let you know. :]",Chinese (Mandarin)
"i would like to devellope my vocabulary,and to speak at least ,the english that people are talking every day.","i would like to devellope my vocabulary,and to speak at least ,the english that people are talking every day. I would like to develop my vocabulary and at least speak English with someone everyday.",Chinese (Mandarin)
But actually it takes only 5 min from my house!xD haha,But actually it takes only 5 min to get there from my house! xD haha But actually it is only 5 min from my house!,Chinese (Mandarin)
sufficient: I think I'm taking sufficient Betamin everyday.,"sufficient: I think that I'm taking sufficient Betamin everyday. (A more common construction would be, ""I think that I take sufficient Betamin everyday,"" or, ""I think that I take a sufficient daily amount of Betamin."")",Chinese (Mandarin)
There were abundance of flowers and many customers.,"There was an abundance of flowers and many customers.(To me ""There was an abundance of flowers and lots of customers."" sounds more natural, but ""many"" is okay.)",Chinese (Mandarin)
I commenced to join a drawing class when I was learning at primary school and I had practiced to enroll Academy Fine Art in 4 years since I graduated from junior high school.,"When I was in elementary school, I joined a drawing class, and I practiced for four years so I could enroll in the Academy of Fine Art after I graduated from middle school.",Chinese (Mandarin)
I think so keep a English daiary.,I think so keep a English daiary.(so I think I can keep a diary in English everyday,Chinese (Mandarin)
"Currently I'm using the same station after my move, but it takes more than 10 minutes.","Currently I'm using the same station that I will do after my move, but it takes more than ten minutes. (Normally we write numbers using letters in English writting)",Chinese (Mandarin)
"In English, construciton of sentences depended on a verb get a various form.","In English, sentences are constructed differently depending on the verb. [This is true in Japanese, too-- but you are so used to it that you may not notice it. In particular, which particles nouns and noun phrases are followed by in a Japanese sentence depends more on the verb than on the nouns themselves.]",Chinese (Mandarin)
"More exactly, I studing art at the my Uni, and I worke as graphic designer.","More exactly(To be exact), I am studing (or 'I study) art at my Uni, and I work as a graphic designer.",Chinese (Mandarin)
Today it was a really depressing forenoon.,"Today I had a really depressing morning. (no one says ""forenoon"" in the US, but I suppose English speakers in other countries might.)",Chinese (Mandarin)
