native,classified_errors,error_counts
Chinese (Mandarin),"[('Other Error', 'a', 'DET', ',', 'PUNCT'), ('Adjective Error', 'little', 'ADJ', 'a', 'DET'), ('Noun Error', 'city', 'NOUN', 'little', 'ADJ'), ('Noun Error', 'in', 'ADP', 'city', 'NOUN'), ('Preposition Error', 'China', 'PROPN', 'in', 'ADP'), ('Other Error', '.', 'PUNCT', 'China', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Other Error', 'here', 'ADV', ""'m"", 'AUX'), ('Other Error', 'to', 'PART', 'here', 'ADV'), ('Verb Error', 'find', 'VERB', 'to', 'PART'), ('Verb Error', 'a', 'DET', 'find', 'VERB'), ('Adjective Error', 'serious', 'ADJ', 'a', 'DET'), ('Noun Error', 'language', 'NOUN', 'serious', 'ADJ'), ('Noun Error', 'hopefully', 'ADV', 'partner', 'NOUN'), ('Other Error', ',', 'PUNCT', 'hopefully', 'ADV'), ('Other Error', 'a', 'DET', ',', 'PUNCT'), ('Adjective Error', 'native', 'ADJ', 'a', 'DET'), ('Noun Error', 'speaker', 'NOUN', 'native', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'speaker', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'have', 'AUX', 'I', 'PRON'), ('Other Error', 'already', 'ADV', 'have', 'AUX'), ('Verb Error', 'learned', 'VERB', 'already', 'ADV'), ('Verb Error', 'some', 'DET', 'learned', 'VERB'), ('Adjective Error', 'basic', 'ADJ', 'some', 'DET'), ('Adjective Error', 'English', 'PROPN', 'basic', 'ADJ'), ('Preposition Error', 'in', 'ADP', 'English', 'PROPN'), ('Adjective Error', 'senior', 'ADJ', 'in', 'ADP'), ('Noun Error', 'school', 'NOUN', 'high', 'ADJ'), ('Noun Error', 'and', 'CCONJ', 'school', 'NOUN'), ('Pronoun Error', 'my', 'PRON', 'and', 'CCONJ'), ('Adjective Error', 'English', 'ADJ', 'my', 'PRON'), ('Noun Error', 'level', 'NOUN', 'English', 'ADJ'), ('Noun Error', 'is', 'AUX', 'level', 'NOUN'), ('Preposition Error', 'around', 'ADP', 'is', 'AUX'), ('Preposition Error', 'B1', 'PROPN', 'around', 'ADP'), ('Other Error', '.', 'PUNCT', 'B1', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'expect', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'expect', 'VERB'), ('Verb Error', 'learn', 'VERB', 'to', 'PART'), ('Verb Error', 'some', 'DET', 'learn', 'VERB'), ('Adjective Error', 'real', 'ADJ', 'some', 'DET'), ('Noun Error', 'expressions', 'NOUN', 'English', 'ADJ'), ('Noun Error', 'and', 'CCONJ', 'expressions', 'NOUN'), ('Verb Error', 'improve', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Adjective Error', 'oral', 'ADJ', 'my', 'PRON'), ('Adjective Error', 'English', 'PROPN', 'oral', 'ADJ'), ('Other Error', 'here', 'ADV', 'English', 'PROPN'), ('Other Error', '.', 'PUNCT', 'here', 'ADV'), ('Preposition Error', 'In', 'ADP', '.', 'PUNCT'), ('Noun Error', 'exchange', 'NOUN', 'In', 'ADP'), ('Noun Error', ',', 'PUNCT', 'exchange', 'NOUN'), ('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'I', 'PRON'), ('Verb Error', 'help', 'VERB', 'can', 'AUX'), ('Verb Error', 'you', 'PRON', 'help', 'VERB'), ('Preposition Error', 'with', 'ADP', 'you', 'PRON'), ('Preposition Error', 'Chinese', 'PROPN', 'with', 'ADP'), ('Other Error', ',', 'PUNCT', 'Chinese', 'PROPN'), ('Adjective Error', 'such', 'ADJ', ',', 'PUNCT'), ('Adjective Error', 'as', 'ADP', 'such', 'ADJ'), ('Noun Error', 'pronunciation', 'NOUN', 'as', 'ADP'), ('Noun Error', 'and', 'CCONJ', 'pronunciation', 'NOUN'), ('Noun Error', 'grammar', 'NOUN', 'and', 'CCONJ'), ('Noun Error', '.', 'PUNCT', 'grammar', 'NOUN'), ('Verb Error', 'Feel', 'VERB', '.', 'PUNCT'), ('Verb Error', 'free', 'ADJ', 'Feel', 'VERB'), ('Adjective Error', 'to', 'PART', 'free', 'ADJ'), ('Verb Error', 'message', 'VERB', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'message', 'VERB'), ('Pronoun Error', 'if', 'SCONJ', 'me', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'if', 'SCONJ'), ('Verb Error', 'speak', 'VERB', 'you', 'PRON'), ('Verb Error', 'English', 'PROPN', 'speak', 'VERB'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Other Error', 'are', 'AUX', 'and', 'CCONJ'), ('Verb Error', 'learning', 'VERB', 'are', 'AUX'), ('Verb Error', 'Chinese', 'PROPN', 'learning', 'VERB'), ('Other Error', '.', 'PUNCT', 'Chinese', 'PROPN')]","Counter({'Verb Error': 20, 'Noun Error': 18, 'Other Error': 14, 'Adjective Error': 13, 'Pronoun Error': 10, 'Preposition Error': 7})"
Chinese (Mandarin),"[('Adjective Error', 'outside', 'ADJ', 'the', 'DET'), ('Noun Error', 'world', 'NOUN', 'outside', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'world', 'NOUN')]","Counter({'Noun Error': 2, 'Adjective Error': 1})"
Chinese (Mandarin),"[('Noun Error', 'l', 'NOUN', 'I', 'PRON'), ('Verb Error', 'love', 'NOUN', 'love', 'VERB'), ('Noun Error', 'food', 'NOUN', 'the', 'DET'), ('Noun Error', 'or', 'CCONJ', 'food', 'NOUN'), ('Noun Error', 'custom', 'NOUN', 'or', 'CCONJ'), ('Noun Error', 'of', 'ADP', 'customs', 'NOUN'), ('Preposition Error', 'china', 'PROPN', 'of', 'ADP'), ('Other Error', '.', 'PUNCT', 'China', 'PROPN'), ('Other Error', 'l', 'X', '.', 'PUNCT'), ('Pronoun Error', 'really', 'ADV', 'I', 'PRON'), ('Adjective Error', 'glad', 'ADJ', ""'m"", 'AUX'), ('Other Error', 'to', 'PART', 'really', 'ADV'), ('Verb Error', 'introduce', 'VERB', 'glad', 'ADJ'), ('Pronoun Error', 'you', 'PRON', 'to', 'PART')]","Counter({'Noun Error': 5, 'Other Error': 3, 'Verb Error': 2, 'Pronoun Error': 2, 'Preposition Error': 1, 'Adjective Error': 1})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Verb Error', 'Speak', 'VERB', 'Speak', 'PROPN'), ('Other Error', 'both', 'CCONJ', 'Mandarin', 'PROPN'), ('Other Error', 'Mandarin', 'PROPN', 'and', 'CCONJ'), ('Other Error', 'and', 'CCONJ', 'Shanghainese', 'PROPN'), ('Other Error', 'Shanghainese', 'PROPN', '.', 'PUNCT'), ('Verb Error', '.', 'PUNCT', 'Improving', 'VERB'), ('Verb Error', 'Improving', 'VERB', 'English', 'PROPN'), ('Other Error', 'English', 'PROPN', 'is', 'AUX'), ('Other Error', 'is', 'AUX', 'always', 'ADV'), ('Pronoun Error', 'always', 'ADV', 'my', 'PRON'), ('Noun Error', 'my', 'PRON', 'goal', 'NOUN'), ('Noun Error', 'goal', 'NOUN', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'It', 'PRON'), ('Pronoun Error', 'It', 'PRON', ""'s"", 'AUX'), ('Other Error', ""'s"", 'AUX', 'not', 'PART'), ('Other Error', 'not', 'PART', 'just', 'ADV'), ('Preposition Error', 'just', 'ADV', 'for', 'ADP'), ('Verb Error', 'for', 'ADP', 'studying', 'VERB'), ('Verb Error', 'studying', 'VERB', ',', 'PUNCT'), ('Noun Error', 'sound', 'NOUN', 'to', 'PART'), ('Verb Error', 'like', 'ADP', 'sound', 'VERB'), ('Preposition Error', 'Aussie', 'PROPN', 'like', 'ADP'), ('Other Error', 'but', 'CCONJ', 'Aussie', 'PROPN'), ('Other Error', 'would', 'AUX', 'but', 'CCONJ'), ('Verb Error', 'love', 'VERB', 'would', 'AUX'), ('Verb Error', 'to', 'PART', 'love', 'VERB'), ('Other Error', 'be', 'AUX', 'to', 'PART'), ('Adjective Error', 'able', 'ADJ', 'be', 'AUX'), ('Adjective Error', 'to', 'PART', 'able', 'ADJ'), ('Verb Error', 'understand', 'VERB', 'to', 'PART'), ('Verb Error', 'Aussie', 'PROPN', 'understand', 'VERB'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Verb Error', 'talk', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'likely', 'ADJ', 'talk', 'VERB'), ('Adjective Error', '.', 'PUNCT', 'likely', 'ADJ'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Adjective Error', 'patient', 'ADJ', ""'m"", 'AUX'), ('Adjective Error', 'and', 'CCONJ', 'patient', 'ADJ'), ('Adjective Error', 'easygoing', 'ADJ', 'and', 'CCONJ'), ('Adjective Error', ',', 'PUNCT', 'easygoing', 'ADJ'), ('Other Error', 'would', 'AUX', ',', 'PUNCT'), ('Verb Error', 'love', 'VERB', 'and', 'CCONJ'), ('Other Error', 'to', 'PART', 'would', 'AUX'), ('Adjective Error', 'more', 'ADJ', 'to', 'PART'), ('Verb Error', 'friends', 'NOUN', 'make', 'VERB'), ('Adjective Error', 'here', 'ADV', 'more', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'friends', 'NOUN'), ('Other Error', 'Please', 'INTJ', 'here', 'ADV'), ('Verb Error', 'feel', 'VERB', '.', 'PUNCT'), ('Adjective Error', 'free', 'ADJ', 'Please', 'INTJ'), ('Verb Error', 'to', 'PART', 'feel', 'VERB'), ('Verb Error', 'drop', 'VERB', 'free', 'ADJ'), ('Other Error', 'a', 'DET', 'to', 'PART'), ('Verb Error', 'line', 'NOUN', 'drop', 'VERB'), ('Other Error', '.', 'PUNCT', 'a', 'DET')]","Counter({'Verb Error': 18, 'Other Error': 17, 'Adjective Error': 10, 'Pronoun Error': 5, 'Noun Error': 4, 'Preposition Error': 2})"
Chinese (Mandarin),"[('Other Error', 'but', 'CCONJ', ',', 'PUNCT'), ('Other Error', 'also', 'ADV', 'but', 'CCONJ'), ('Preposition Error', 'for', 'ADP', 'also', 'ADV'), ('Adjective Error', 'daily', 'ADJ', 'for', 'ADP'), ('Noun Error', 'life', 'NOUN', 'daily', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'life', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'do', 'AUX', 'I', 'PRON'), ('Other Error', 'nt', 'PART', 'do', 'AUX'), ('Verb Error', 'expect', 'VERB', ""n't"", 'PART'), ('Verb Error', 'sound', 'NOUN', 'expect', 'VERB'), ('Preposition Error', 'like', 'ADP', 'to', 'PART'), ('Verb Error', 'Aussie', 'PROPN', 'sound', 'VERB'), ('Preposition Error', 'but', 'CCONJ', 'like', 'ADP'), ('Other Error', 'would', 'AUX', 'Aussie', 'PROPN'), ('Verb Error', 'love', 'VERB', 'but', 'CCONJ'), ('Other Error', 'to', 'PART', 'would', 'AUX'), ('Verb Error', 'be', 'AUX', 'love', 'VERB'), ('Adjective Error', 'able', 'ADJ', 'to', 'PART'), ('Other Error', 'to', 'PART', 'be', 'AUX'), ('Verb Error', 'understand', 'VERB', 'able', 'ADJ'), ('Other Error', 'Aussie', 'PROPN', 'to', 'PART'), ('Verb Error', 'English', 'PROPN', 'understand', 'VERB'), ('Other Error', 'and', 'CCONJ', 'Aussie', 'PROPN'), ('Verb Error', 'talk', 'VERB', 'English', 'PROPN'), ('Adjective Error', 'likely', 'ADJ', 'and', 'CCONJ'), ('Verb Error', '.', 'PUNCT', 'talk', 'VERB')]","Counter({'Verb Error': 9, 'Other Error': 8, 'Preposition Error': 3, 'Adjective Error': 3, 'Noun Error': 2, 'Pronoun Error': 2})"
Chinese (Mandarin),"[('Pronoun Error', ""I'm"", 'PROPN', 'I', 'PRON'), ('Other Error', 'a', 'DET', ""'m"", 'AUX'), ('Noun Error', 'student', 'NOUN', 'a', 'DET'), ('Noun Error', 'from', 'ADP', 'student', 'NOUN'), ('Preposition Error', 'China', 'PROPN', 'from', 'ADP'), ('Other Error', '.', 'PUNCT', 'China', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'wanna', 'VERB', 'I', 'PRON'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Pronoun Error', 'English', 'PROPN', 'my', 'PRON'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', 'will', 'AUX', 'I', 'PRON'), ('Verb Error', 'help', 'VERB', 'will', 'AUX'), ('Verb Error', 'you', 'PRON', 'help', 'VERB'), ('Verb Error', 'learn', 'VERB', 'you', 'PRON'), ('Verb Error', 'Mandarin', 'PROPN', 'learn', 'VERB'), ('Other Error', '.', 'PUNCT', 'Mandarin', 'PROPN'), ('Other Error', 'Please', 'INTJ', '.', 'PUNCT'), ('Verb Error', 'feel', 'VERB', 'Please', 'INTJ'), ('Verb Error', 'free', 'ADJ', 'feel', 'VERB'), ('Adjective Error', 'to', 'PART', 'free', 'ADJ'), ('Verb Error', 'message', 'VERB', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'message', 'VERB')]","Counter({'Verb Error': 10, 'Pronoun Error': 5, 'Other Error': 5, 'Noun Error': 2, 'Preposition Error': 1, 'Adjective Error': 1})"
Chinese (Mandarin),"[('Other Error', 'especially', 'ADV', ',', 'PUNCT'), ('Adjective Error', 'English', 'ADJ', 'especially', 'ADV'), ('Noun Error', 'poems', 'NOUN', 'English', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'poems', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'also', 'ADV', 'I', 'PRON'), ('Verb Error', 'like', 'VERB', 'also', 'ADV'), ('Verb Error', 'films', 'NOUN', 'watching', 'VERB'), ('Noun Error', ',', 'PUNCT', 'films', 'NOUN'), ('Verb Error', 'reading', 'VERB', ',', 'PUNCT'), ('Verb Error', 'historyalthough', 'ADV', 'reading', 'VERB'), ('Noun Error', 'I', 'PRON', 'history', 'NOUN'), ('Verb Error', 'know', 'VERB', ',', 'PUNCT'), ('Other Error', 'quite', 'ADV', 'although', 'SCONJ'), ('Adjective Error', 'little', 'ADJ', 'I', 'PRON'), ('Verb Error', '.', 'PUNCT', 'know', 'VERB')]","Counter({'Verb Error': 6, 'Noun Error': 4, 'Other Error': 2, 'Adjective Error': 2, 'Pronoun Error': 2})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Verb Error', 'want', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'want', 'VERB'), ('Verb Error', 'ask', 'VERB', 'to', 'PART'), ('Verb Error', 'help', 'NOUN', 'ask', 'VERB'), ('Noun Error', 'for', 'ADP', 'help', 'NOUN'), ('Preposition Error', 'a', 'DET', 'for', 'ADP'), ('Adjective Error', 'native', 'ADJ', 'a', 'DET'), ('Noun Error', 'language', 'NOUN', 'native', 'ADJ'), ('Noun Error', 'to', 'PART', 'friend', 'NOUN'), ('Verb Error', 'improve', 'VERB', 'to', 'PART'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Adjective Error', 'oral', 'ADJ', 'my', 'PRON'), ('Adjective Error', 'English', 'PROPN', 'oral', 'ADJ'), ('Other Error', '.', 'PUNCT', 'English', 'PROPN')]","Counter({'Verb Error': 6, 'Noun Error': 3, 'Adjective Error': 3, 'Pronoun Error': 1, 'Preposition Error': 1, 'Other Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'Shanghaineseits', 'VERB', 'Shanghaineseits', 'PROPN'), ('Other Error', 'another', 'DET', ',', 'PUNCT'), ('Noun Error', 'name', 'NOUN', 'another', 'DET'), ('Noun Error', 'may', 'AUX', 'name', 'NOUN'), ('Verb Error', 'called', 'VERB', 'be', 'AUX'), ('Verb Error', 'WU', 'PROPN', 'called', 'VERB'), ('Noun Error', 'language', 'NOUN', 'WU', 'PROPN'), ('Noun Error', '.', 'PUNCT', 'language', 'NOUN'), ('Other Error', 'Please', 'INTJ', '.', 'PUNCT'), ('Verb Error', 'feel', 'VERB', 'Please', 'INTJ'), ('Verb Error', 'free', 'ADJ', 'feel', 'VERB'), ('Adjective Error', 'to', 'PART', 'free', 'ADJ'), ('Verb Error', 'message', 'VERB', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'message', 'VERB'), ('Pronoun Error', '.', 'PUNCT', 'me', 'PRON')]","Counter({'Verb Error': 7, 'Noun Error': 4, 'Other Error': 2, 'Adjective Error': 1, 'Pronoun Error': 1})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Noun Error', 'speaking', 'NOUN', 'is', 'AUX'), ('Other Error', 'is', 'AUX', 'not', 'PART'), ('Adjective Error', 'not', 'PART', 'good', 'ADJ'), ('Adjective Error', 'good', 'ADJ', ',', 'PUNCT'), ('Pronoun Error', ',', 'PUNCT', 'I', 'PRON'), ('Verb Error', 'I', 'PRON', 'want', 'VERB'), ('Verb Error', 'want', 'VERB', 'someone', 'PRON'), ('Pronoun Error', 'someone', 'PRON', 'to', 'PART'), ('Verb Error', 'can', 'AUX', 'help', 'VERB'), ('Verb Error', 'help', 'VERB', 'me', 'PRON'), ('Pronoun Error', 'me', 'PRON', '.', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'If', 'SCONJ'), ('Pronoun Error', 'If', 'SCONJ', 'you', 'PRON'), ('Verb Error', 'you', 'PRON', 'look', 'VERB'), ('Verb Error', 'look', 'VERB', 'at', 'ADP'), ('Preposition Error', 'at', 'ADP', 'this', 'PRON'), ('Pronoun Error', 'this', 'PRON', ',', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'please', 'INTJ'), ('Verb Error', 'please', 'INTJ', 'contact', 'VERB'), ('Verb Error', 'contact', 'VERB', 'me', 'PRON'), ('Pronoun Error', 'me', 'PRON', ',', 'PUNCT'), ('Pronoun Error', ',', 'PUNCT', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'am', 'AUX'), ('Other Error', 'am', 'AUX', 'very', 'ADV'), ('Adjective Error', 'very', 'ADV', 'willing', 'ADJ'), ('Adjective Error', 'willing', 'ADJ', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'learn', 'VERB'), ('Verb Error', 'learn', 'VERB', 'you', 'PRON'), ('Pronoun Error', 'you', 'PRON', '.', 'PUNCT')]","Counter({'Verb Error': 10, 'Pronoun Error': 9, 'Other Error': 4, 'Adjective Error': 4, 'Noun Error': 1, 'Preposition Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'am', 'AUX', 'live', 'VERB'), ('Adjective Error', 'live', 'ADJ', 'in', 'ADP'), ('Preposition Error', 'in', 'ADP', 'Shanghai', 'PROPN'), ('Other Error', 'Shanghai', 'PROPN', 'now', 'ADV'), ('Other Error', 'now', 'ADV', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON'), ('Verb Error', 'I', 'PRON', 'hope', 'VERB'), ('Verb Error', 'find', 'VERB', 'you', 'PRON'), ('Verb Error', 'who', 'PRON', 'want', 'VERB'), ('Verb Error', 'want', 'VERB', 'to', 'PART'), ('Adjective Error', 'chinese', 'ADJ', 'Chinese', 'PROPN'), ('Noun Error', 'chance', 'NOUN', 'the', 'DET'), ('Noun Error', 'of', 'ADP', 'chance', 'NOUN'), ('Verb Error', 'exchanging', 'VERB', 'of', 'ADP'), ('Verb Error', 'and', 'CCONJ', 'exchanging', 'VERB'), ('Verb Error', 'learning', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'different', 'ADJ', 'learning', 'VERB'), ('Noun Error', 'language', 'NOUN', 'different', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'languages', 'NOUN')]","Counter({'Verb Error': 9, 'Noun Error': 4, 'Adjective Error': 2, 'Other Error': 2, 'Preposition Error': 1, 'Pronoun Error': 1})"
Chinese (Mandarin),"[('Noun Error', 'girl', 'NOUN', 'old', 'ADJ'), ('Noun Error', 'from', 'ADP', 'girl', 'NOUN'), ('Preposition Error', 'China', 'PROPN', 'from', 'ADP'), ('Other Error', '.', 'PUNCT', 'China', 'PROPN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'am', 'AUX', 'I', 'PRON'), ('Verb Error', 'learning', 'VERB', 'am', 'AUX'), ('Verb Error', 'English', 'PROPN', 'learning', 'VERB'), ('Other Error', 'now', 'ADV', 'English', 'PROPN'), ('Other Error', '!', 'PUNCT', 'now', 'ADV'), ('Verb Error', '!', 'PUNCT', 'Wish', 'VERB'), ('Verb Error', 'wish', 'VERB', 'I', 'PRON'), ('Pronoun Error', 'i', 'PRON', 'can', 'AUX'), ('Verb Error', 'can', 'AUX', 'speak', 'VERB'), ('Verb Error', 'speak', 'VERB', 'English', 'PROPN'), ('Other Error', 'English', 'PROPN', 'fluently', 'ADV'), ('Other Error', 'soon', 'ADV', '.', 'PUNCT')]","Counter({'Verb Error': 6, 'Other Error': 5, 'Pronoun Error': 3, 'Noun Error': 2, 'Preposition Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'love', 'AUX', 'love', 'VERB'), ('Pronoun Error', 'you', 'PRON', '.', 'PUNCT'), ('Verb Error', 'like', 'VERB', 'If', 'SCONJ'), ('Pronoun Error', 'too', 'ADV', 'you', 'PRON'), ('Verb Error', ',', 'PUNCT', 'like', 'VERB'), ('Other Error', 'please', 'INTJ', 'too', 'ADV'), ('Other Error', 'be', 'AUX', ',', 'PUNCT'), ('Pronoun Error', 'my', 'PRON', 'please', 'INTJ'), ('Noun Error', 'friend', 'NOUN', 'be', 'AUX'), ('Pronoun Error', '!', 'PUNCT', 'my', 'PRON')]","Counter({'Pronoun Error': 4, 'Verb Error': 3, 'Other Error': 2, 'Noun Error': 1})"
Chinese (Mandarin),"[('Adjective Error', 'willing', 'ADJ', 'is', 'AUX'), ('Adjective Error', 'to', 'PART', 'willing', 'ADJ'), ('Verb Error', 'guide', 'VERB', 'to', 'PART'), ('Verb Error', 'others', 'NOUN', 'guide', 'VERB'), ('Noun Error', 'to', 'PART', 'others', 'NOUN'), ('Verb Error', 'learn', 'VERB', 'to', 'PART'), ('Verb Error', 'the', 'DET', 'learn', 'VERB'), ('Noun Error', 'language', 'NOUN', 'the', 'DET'), ('Noun Error', 'that', 'DET', 'language', 'NOUN'), ('Noun Error', 'knows.---', 'NOUN', 'that', 'DET'), ('Noun Error', 'If', 'SCONJ', 'knows.---', 'NOUN'), ('Pronoun Error', 'you', 'PRON', 'If', 'SCONJ'), ('Verb Error', 'have', 'VERB', 'you', 'PRON'), ('Verb Error', 'the', 'DET', 'have', 'VERB'), ('Adjective Error', 'same', 'ADJ', 'the', 'DET'), ('Noun Error', 'goal', 'NOUN', 'same', 'ADJ'), ('Noun Error', 'as', 'ADP', 'goal', 'NOUN'), ('Preposition Error', 'me', 'PRON', 'as', 'ADP'), ('Pronoun Error', ',', 'PUNCT', 'me', 'PRON'), ('Pronoun Error', 'you', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'you', 'PRON'), ('Verb Error', 'connect', 'VERB', 'can', 'AUX'), ('Verb Error', 'me', 'PRON', 'connect', 'VERB'), ('Preposition Error', 'through', 'ADP', 'me', 'PRON'), ('Preposition Error', 'wechat', 'PROPN', 'through', 'ADP'), ('Other Error', ':', 'PUNCT', 'wechat', 'PROPN'), ('Other Error', 'ItBelieveJust', 'ADV', ':', 'PUNCT')]","Counter({'Verb Error': 8, 'Noun Error': 7, 'Pronoun Error': 4, 'Adjective Error': 3, 'Preposition Error': 3, 'Other Error': 2})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Pronoun Error', 'u', 'PROPN', 'you', 'PRON'), ('Verb Error', 'r', 'VERB', 'are', 'AUX')]","Counter({'Pronoun Error': 1, 'Verb Error': 1})"
Chinese (Mandarin),"[('Pronoun Error', 'which', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'is', 'AUX', 'which', 'PRON'), ('Other Error', 'the', 'DET', 'is', 'AUX'), ('Noun Error', 'mother', 'NOUN', 'my', 'PRON'), ('Noun Error', 'and', 'CCONJ', 'tongue', 'NOUN'), ('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Verb Error', 'hope', 'VERB', 'and', 'CCONJ'), ('Pronoun Error', 'to', 'PART', 'I', 'PRON'), ('Adjective Error', 'Japanese', 'ADJ', 'to', 'PART'), ('Verb Error', 'and', 'CCONJ', 'speak', 'VERB'), ('Adjective Error', 'English', 'PROPN', 'Japanese', 'ADJ'), ('Other Error', '.', 'PUNCT', 'and', 'CCONJ')]","Counter({'Pronoun Error': 4, 'Other Error': 2, 'Noun Error': 2, 'Verb Error': 2, 'Adjective Error': 2})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
