Unnamed: 0,native,language,text
79862,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Searching someone to play videogames together. You can always find me there.
79863,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I want to improve my english and help other to practice with russian or ukrainian."
79864,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I wanted to study many different languages. And one of the best way to learn languages is to talk to native speakers from different languages. I'd like to improve my English and I'd be happy to help someone with Russian, Ukrainian languages. I'm also learning Arabic language."
79865,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I wanna meet English speakers who learns russian or Ukrainian language and who doesn't mind to speak with me in English. I can help you with Russian I know it would be interesting conversation. We may told many interesting information each other.Welcome
79866,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi everyone.I'm working on CGI field as a Sales Manger. Most of our clients speck English. That's why I want to improve my English. In return, I can help with your Russian or Ukrainian language. Taking part in international competition traveling around the world.Recently started attending trampoline classes which are very excited for me.Have a few years of project management experience and studying 3ds Max.Let's get acquainted!"
79867,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to practice in English and communicate with people from the world who have the same goal. Or I can help you in practicing Ukrainian and Russian!
79869,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am from Vinnytsia since 2004 I live in Kyiv. I graduated from KPI and work as a programmer. I play sports and learn English. I like to play board and computer games.
79870,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I love studying English and I want to text to natives to improve my English. Also, I can teach you Ukrainian or Russian language."
79874,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I am from Ukraine and I live in Germany now. I would like to find funny and interesting people who would help me improve my German and spoken English. I can also help you with Ukrainian or Russian.
79875,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Interested in new technologies, snowboarding and off-road racing motorcycles."
79876,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, my native languages are Ukrainian and Russian. I'd love to chat with you"
79877,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I want to communicate with native speakers of foreign languages and improve my own skills.
79878,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","""I do nothing, for there's nothing I can do that's worth doing"""
79880,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am here to study language and talk to people
79881,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm looking for new friends from different country
79882,Russian,"[{'language': 'Turkish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am fluent in Ukrainian and Russian. My main goal is to find people who can help me learn English, my level is not high, but I try very hard to learn it. I also do not mind learning Turkish, because I have been to this country many times and I am fascinated by their culture. I do not know Turkish at all, so I will be happy to communicate with those who speak Turkish and Russian at the same time. I'm not looking for a relationship, I ask you not to write to perverts!"
79886,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am looking for an English speaker for language exchange. I can help with Russian, Ukrainian. It doesn't matter man or woman, I offer to chat couple times a week for different topics."
79887,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I miss voice conversations with native English speakers! And texting as well Adore intelligent and smart people! I can discuss a wide range of topics, respecting other people's opinions. If you are talkative, positive, polite and dont getting angry if I ask to repeat something, lets taaaaalk!"
79888,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm looking for new acquaintances. And language practice of course. I'm not good at self presentation, so I simply say Welcome"
79890,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to improve my English and to make friends.
79891,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I would like to practice English, go beyond fear and speak fluently at last. Also I have just started Spanish. I can help with Russian and Ukrainian in return."
79892,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I study English to find a job and travel around the world.I live in the big city Kharkiv in the East part of Ukraine.I have already read a lot of books in English so I know many words and can understand a lot but I still can't speak fluently and calmly. I have been using Duolingo for more than 5 years. I started to join speaking events organized by Duolingo and it's pretty useful. There are so many young people there as well as people who speak very badly and I try to find native speakers.
79895,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Looking for someone to have a good conversation, language exchange, friendship. I'm learning English, but I'm glad to help you with Russian or Ukrainian"
79898,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",let's talk about everything you can think of. It will be interesting and fun
79899,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",My speaking English skills is not so good and I'm looking for help. I have all messengers.In exchange I can teach you Ukrainian/Russian or call me if you want to get new friends.
79900,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I wish to improve my english, and I'll be happy to find a pen pal for it I need more and more practise. In exchange I can teach you russian or ukrainian languages. It will be good if you are a Christian then will have more topic to discuss"
79903,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",am fluent in Russian and Ukrainian. I want to improve my English language skills and gladly ready to communicate with interesting people and to help each other???
79905,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm looking for a helper to improve my English. Why do I need English? My simple answer is for work. I'm a founder of the charity organization. My work depends on multicultural communication. Thank you in advance for your help!
79908,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]",I'm looking for a person with whom we can practice languages and enhance each other's ability to speak fluently.
79909,Russian,"[{'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Main goal here is to improve my English and have fun of course xD. Spanish level is zero for now, I know some words, but that all, anyways I want to learn it. I'll be happy to meet new people and to have conversation with them."
79911,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi,I need to practice English with native speakers for work."
79912,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I wish to pee into the Thames. Therefore I need brilliant skills of English.
79914,Russian,"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi, I want to improve my English and help others in learning Russian and Ukrainian."
